Land,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Fantasyland,Mickey and the Magical Map Pre-Show,,,3,Waltz on a Tightrope 1838/8,"Gerrit Wunder, Dorothee Badent",Cinematic ANW 1838,,The source track has a long fadeout (~3.7 secs.) that I can't hear in the recording but the next track starts after the fadeout.,,,,"May 25, 2013 → March 12, 2020",
Fantasyland,Mickey and the Magical Map Pre-Show,,,4,Sprites 1190/1,Tim Garland,"Magic, Mystery ANW 1190",,,,,,"May 25, 2013 → March 12, 2020",
Fantasyland,Mickey and the Magical Map Pre-Show,,,5,Magic Web 1598/5,"Dan Skinner, Adam Skinner",Rom Com & Family Movies ANW 1598,,"This fades in with the ""ladies and gentlemen..."" announcement that the show is starting. Edited version of the track.",,,,"May 25, 2013 → March 12, 2020",
Fantasyland,"Captain Hook's Galley [INC], Skull Rock [INC]",Unknown,This loop was likely installed by Jack Wagner sometime in the 1970’s and was removed when Fantasyland closed in 1982 for the New Fantasyland project. The album “Olle Johnny” was released in 1967. See https://mousebits.com/smf/index.php?topic=6889.msg80963#msg80963 (2014). This is a partial loop based on a short recording done by RocketRodsXPR.,1,Vals Från Riddarhyttan,Olle Johnny,Olle Johnny,,,,,Odeon,,
Fantasyland,"Captain Hook's Galley [INC], Skull Rock [INC]",,,,Unknown,,,,,,,,,
Fantasyland,"Captain Hook's Galley [INC], Skull Rock [INC]",,,,Vingåkersdansen,Olle Johnny,Olle Johnny,,,,,Odeon,,
Fantasyland,The Mad Hatter [INC],Unknown,"This is a partial track listing for the Mad Hatter shop in Fantasyland. All of these are likely from the re-recordings of the soundtrack for new Fantasyland in 1983/84 and are currently used as part of Alice's Curious Labyrinth in Disneyland Paris. See MouseBits, Re: https://mousebits.com/smf/index.php?topic=9121.msg86697#msg86697 (2015).",1,A-E-I-O-U (The Caterpillar Song),,Unreleased,,,,,,"May 26, 1983",
Fantasyland,The Mad Hatter [INC],,,2,Off With Her Head,,WDW Forever,,,,,,"May 26, 1983",
Fantasyland,The Mad Hatter [INC],,,3,The Tulgey Wood,,DL Forever,,,,,,"May 26, 1983",
Fantasyland,The Mad Hatter [INC],,,4,The Caucus Race,,WDW Forever,,,,,,"May 26, 1983",
Fantasyland,The Mad Hatter [INC],,,5,‘Twas Brillig,,DL Forever,"Since this track is denoted as “Labyrinth Entrance music” in the original post, it seems that it may be ‘Twas Brillig, which plays upon entering the DLP Alice’s Curious Labyrinth Attraction",,,,,"May 26, 1983",
Fantasyland,The Mad Hatter [INC],,,6,March of the Cards,,WDW Forever / DL Forever,,,,,,"May 26, 1983",
Fantasyland,The Mad Hatter [INC],,,7,All in The Golden Afternoon,,DL Forever,,,,,,"May 26, 1983",
Fantasyland,The Mad Hatter [INC],,,8,Painting the Roses Red,,WDW Forever,,,,,,"May 26, 1983",
Fantasyland,The Mad Hatter [INC],,,9,I'm Late,,WDW Forever,,,,,,"May 26, 1983",
Fantasyland,Merida Meet-and-Greet [REF],00:45:19.965,"A full tracklist for the Merida Meet-and-Greet at the Small World Mall. Based on some YouTube videos, the same loop is probably used at the Merida Meet-and-Greet at WDW's Magic Kingdom. All tracks except 2 have been compared to their source album tracks. Individual track lengths are measured from the start of that track to the start of the following track, so any gap between tracks is included in that time. See MouseBits, https://mousebits.com/smf/index.php?topic=7423.msg64442#msg64442 (2012).",1,The Games,Patrick Doyle,Brave OST,1:07.376,Preceded by 2.2 sec. silent gap. The loop track starts at around 42.555 of the album track.,5,1,Walt Disney Records,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,2,The Holy Loch Reel,The Campbells,The Tartan Chillout Album,1:57.693,Edited. Unknown edit points. No silent gap between this track and the next.,,,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,3,The Geese in the Bog/Jig of Slurs,The Tannahill Weavers,The Best Of The Tannahill Weavers 1979-1989,2:50.165,The loop track starts at around 1.625 of the album track.,,1,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,4,Lucy Cassidy/The Bletherskate/The Smith of Chilliechassie,The Tannahill Weavers,The Best Of The Tannahill Weavers 1979-1989,3:07.595,The loop track starts at around 1.402 of the album track and the section from 23.398 to 41.653 in the album track has been deleted. The loop track ends with a long fadeout (~20 secs).,,5,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,5,The Honeymoon Reel/Kings/The Clayslaps Reel,Old Blind Dogs,Close To The Bone,3:11.389,,,4,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,6,Silver Spear/The Humours of Tulla,The Battlefield Band,The Battlefield Band,2:25.611,The loop track starts with a short fade in. The loop track plays about 0.025 slower than the album track.,,1,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,7,Turf Lodge/The Cape Breton Fiddlers' Welcome to the Shetland Isles/Lady Margaret Stewart/The Flaggon,The Tannahill Weavers,The Best Of The Tannahill Weavers 1979-1989,4:29.889,,,12,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,8,The Mines Of Golkonda/Gavotte ar Menez/The Shores Of Lough Gowna/Muneira Quetzelcoatl,The Battlefield Band,Zama Zama: Try Your Luck,5:11.594,,,1,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,9,Roddie MacDonald's Favourite,The Tannahill Weavers,The Best Of The Tannahill Weavers 1979-1989,2:44.085,,,7,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,10,The Blue Lagoon/Easy Jig,The Battlefield Band,Dookin’,3:02.079,,,11,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,11,Bannockburn Road (medley: Chuir I Gluin Air a Bhodach/Bannockburn Road/Inspector Campbell of Ness/The Left-Handed Fiddler),Old Blind Dogs,The World's Room,4:14.030,"The loop track starts at 1:25.612 of the album track, right before a cymbal crash. No silent gap between this track and the next.",,5,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,12,The St. Kilda Wedding/Perrie Werrie Reel/the Honourable Mrs. Moll's Reel,Ossian,The Best of Ossian,4:20.394,,,1,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,13,The Landlord's Walk,Blair Douglas,Celtic Dance,2:26.014,"The loop track starts at 14.113 of the album track, skipping over some rim hits on the bodhrán to start with a bass drum hit. The loop track has a short crossfade into the following track, starting at around 2:40.121 of the album track",,1,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,14,The Walking Nightmare/The Shopgirl/Croix Rousse,Old Blind Dogs,Five,3:07.441,"The loop track starts at 2.936 of the album track as part of a short crossfade with the previous track. The jazzy section from 19.214 to 1:42.215 in the album track has been deleted, blending the ride cymbal into the crash cymbal.",,5,,"May 21, 2012 → June 30, 2014",
Fantasyland,Merida Meet-and-Greet [REF],,,15,Remember To Smile,Patrick Doyle,Brave OST,1:04.610,The loop track starts at around 1:08.704 of the album track. Around 0.6 secs. of a ride cymbal may have been edited into the loop track before the album track starts.,,7,,"May 21, 2012 → June 30, 2014",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",Unknown,"Karalora ID’d this loop when it was “Once Upon a Time…” and determined it to be identical when it was changed to Bibbidi Bobbidi Boutique. She notes, “[T]he track order is extremely predictable. It starts with music from Snow White, goes through the original six Princess movies in chronological order, and then starts over (with one odd exception around the middle of the list). If there are no more Princess-y songs from a given movie, it skips that one in the remaining cycles.” See the http://disneylanddilettante.blogspot.com/2016/01/the-second-sensearmchair-imagineering.html and MouseBits: https://mousebits.com/smf/index.php?topic=8312.msg77332#msg77332.",1,Snow White Overture,,Snow White OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,2,I'm Wishing/One Song,,Snow White OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,3,Main Title / Cinderella,,Cinderella OST,,"This is the song only, with score omitted.",,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,4,Hail to the Princess Aurora,,Sleeping Beauty OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,5,Part of Your World,,The Little Mermaid OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,6,Belle,,Beauty and the Beast OST,,Intro is omitted,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,7,A Whole New World,,Aladdin OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,8,With a Smile and a Song,,Snow White OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,9,A Dream Is a Wish Your Heart Makes,,Cinderella OST,,"Intro is omitted, 1st verse only",,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,10,Once Upon a Dream,,Sleeping Beauty OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,11,Kiss the Girl,,The Little Mermaid OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,12,Beauty and the Beast,,Beauty and the Beast OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,13,Whistle While You Work,,Snow White OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,14,Part of Your World (Reprise),,The Little Mermaid OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,15,Be Our Guest,,Beauty and the Beast OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,16,Someday My Prince Will Come,,Snow White OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,17,Bibbidi Bobbidi Boo,,Cinderella OST,,1st verse only,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,18,Finale,,Sleeping Beauty OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,19,Tour of the Kingdom,,The Little Mermaid OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,20,Something There,,Beauty and the Beast OST,,,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,21,So This Is Love,,Cinderella OST,,Instrumental introduction,,,,"January 1, 2002",
Fantasyland,"Bibbidi Bobbidi Boutique, Once Upon a Time...a Princess Shop",,,22,Under the Sea,,The Little Mermaid OST,,,,,,"January 1, 2002",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",00:59:23.601,"This loop was compiled by Jack Wagner and introduced with the Pinocchio Village Haus as part of New Fantasyland in 1983. Individual track lengths are measured from the start of that track to the start of the following track, so any gap between tracks is included in that time. See MouseBits, https://mousebits.com/smf/index.php?topic=5296.msg91028#msg91028 (2017) and the http://passport2dreams.blogspot.com/2018/02/that-infernal-swiss-music.html. The same loop was used for the Skyway Chalet and the Village Haus in 1983, see Magic Music: https://community.magicmusic.net/threads/questions-concerning-fantasyland-area-music-in-1970s-and-1980s.1971/#post-13221 (2005).",1,Obervazer-Schottisch,Bündner Ländlerquintett,"A Visit To Switzerland, Capitol ST-10264", 00:02:46.144,,,1,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,2,Gruss Milano (Salute To Milan),Bündner Ländlerquintett,"A Visit To Switzerland, Capitol ST-10264", 00:02:42.803,,,1,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,3,Uf Em Grätli (Up On The Cliff),Ländlerkapelle Bärner Mutze With Sepp Sutter,"A Visit To Switzerland, Capitol ST-10264", 00:02:37.694,,,1,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,4,Lusbübe-Ländler (Naughty Boy Ländler),Ländlerkapelle Oberland,"A Visit To Switzerland, Capitol ST-10264", 00:02:28.790,,,1,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,5,Beim Augustfeuer (By The Bonfire),Ländlerkapelle Bärner Mutze,"A Visit To Switzerland, Capitol ST-10264", 00:02:39.482,,,1,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,6,Urner-Polka,Bündner Ländlerquintett,"A Visit To Switzerland, Capitol ST-10264", 00:03:07.066,,,2,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,7,S' Kantönlilied,Ländlerkapelle Heidi Wild mit Kinderchor,Jodel Ländler Schwyzerörgeli , 00:02:00.382,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,8,Frohsinn (Schottisch),Ländlerkapelle Edy Keiser,"Bi eus im Schwyzerland, Vol. 3 ", 00:02:52.969,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,9,Am sunnige Egge,"Jodelduo Josy Eugster, Helene Schwegler","Bi eus im Schwyzerland, Vol. 3 ", 00:02:46.458,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,10,Frühlingsfreuden,Ländlerkapelle Edy Keiser,"Bi eus im Schwyzerland, Vol. 3 ", 00:02:48.305,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,11,Alpenjodel,"Jodelduo Josy Eugster, Helene Schwegler","Bi eus im Schwyzerland, Vol. 3 ", 00:02:22.014,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,12,Heigh-Ho / Whistle While You Work,Polka Band,A Musical Souvenir of Walt Disney World's Magic Kingdom , 00:01:14.487,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,13,En Heimelige,"Jodelduo Josy Eugster, Helene Schwegler","Bi eus im Schwyzerland, Vol. 3 ", 00:02:09.438,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,14,Jodel-Polka,Ländlerkapelle Edy Keiser,"Bi eus im Schwyzerland, Vol. 3 ", 00:02:25.364,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,15,Liechtensteiner Polka,Horst Wende und seine Accordeon-Band,"Accordeon In Gold, Polydor 249 306", 00:02:15.577,,,1,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,16,Die Fischerin Vom Bodensee,Horst Wende und seine Accordeon-Band,"Accordeon In Gold, Polydor 249 306", 00:02:45.013,,,1,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,17,Mi Freud,"Jodelduo Josy Eugster, Helene Schwegler","Bi eus im Schwyzerland, Vol. 3 ", 00:02:48.362,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,18,"Am Hinterrhein (At The Source Of The
  Rhine)",Bündner Ländlerquintett,"A Visit To Switzerland, Capitol ST-10264", 00:02:32.998,,,2,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,19,Mitenand Gaht's Besser,"Ländlerkapelle Bergfriede, Jodelduo Josy Eugster und Helene Schwegler",Jodelperlen Swiss Yodeling , 00:02:55.323,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,20,Aelpli (Schottisch),Ländlerkapelle Edy Keiser,"Bi eus im Schwyzerland, Vol. 3 ", 00:02:30.788,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,21,Läbeslust,Berhely Studer,"Bi eus im Schwyzerland, Vol. 3 ", 00:02:28.825,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,22,De Würzegrübler,Ländlerkapelle Edy Keiser,"Bi eus im Schwyzerland, Vol. 3 ", 00:02:34.316,,,,,"May 25, 1983",
Fantasyland,"Fantasyland Skyway Station v.2, Pinocchio Village Haus",,,23,"""Obe abe - une ufe""",Ländlerkapelle Edy Keiser,"Bi eus im Schwyzerland, Vol. 3 ", 00:03:30.991,,,,,"May 25, 1983",
Fantasyland,"Castle Heraldry Shoppe [INC], Disney Villains Shop [INC]",Unknown,"Partial listing for the Disney Villains Shop and Castle Heraldry Shoppe in the Fantasyland Castle Courtyard. The loop remained through the theming change. This track list was obtained when it was the Castle Heraldry Shoppe. See MouseBits, https://mousebits.com/smf/index.php?topic=7868.msg70557#msg70557 (2013). The shop opened in 1991, but this loop includes clips from later movies, so it was probably introduced later.",1,Audio clip - Tense music and thunderclaps (Snow White?),,,,,,,,,
Fantasyland,"Castle Heraldry Shoppe [INC], Disney Villains Shop [INC]",,,2,Audio clip from Bambi - The scene where the deer flee the meadow because Man is approaching,,,,,,,,,
Fantasyland,"Castle Heraldry Shoppe [INC], Disney Villains Shop [INC]",,,3,Poor Unfortunate Souls,,The Little Mermaid OST,,,,,,,
Fantasyland,"Castle Heraldry Shoppe [INC], Disney Villains Shop [INC]",,,4,Audio clip from Pinocchio - The Coachman sorting the transformed donkey-boys,,,,,,,,,
Fantasyland,"Castle Heraldry Shoppe [INC], Disney Villains Shop [INC]",,,5,Never Smile at a Crocodile (Score),,Peter Pan OST,,,,,,,
Fantasyland,"Castle Heraldry Shoppe [INC], Disney Villains Shop [INC]",,,6,Audio clip from Peter Pan - Tinkerbell betrays the location of Peter’s hideout,,,,,,,,,
Fantasyland,"Castle Heraldry Shoppe [INC], Disney Villains Shop [INC]",,,7,Gaston,,Beauty and the Beast OST,,,,,,,
Fantasyland,"Castle Heraldry Shoppe [INC], Disney Villains Shop [INC]",,,8,Flotsam and Jetsam (Score),,The Little Mermaid OST,,,,,,,
